id,producto,cantidad,precio,fecha
691,Teclado,17,37.78,2023-07-11
692,Tablet,8,190.7,2023-07-08
693,Impresora,19,85.26,2023-09-19
694,Teclado,8,27.12,2023-12-15
695,Laptop,20,1147.35,2023-04-19
696,Mouse,8,14.42,2023-11-11
697,Mouse,8,26.25,2023-05-08
698,Teclado,7,28.33,2023-02-04
699,Teléfono,13,568.12,2023-12-02
700,Laptop,9,1491.05,2023-10-01
701,Tablet,5,320.09,2023-12-01
702,Tablet,2,268.02,2023-10-01
703,Impresora,2,152.64,2023-01-31
704,Monitor,17,190.2,2023-08-26
705,Mouse,17,14.24,2023-09-15
706,Tablet,9,236.38,2023-06-30
707,Mouse,3,16.5,2023-01-14
708,Impresora,3,236.31,2023-01-26
709,Teclado,11,28.09,2023-01-13
710,Monitor,11,137.75,2023-09-11
711,Teclado,8,22.35,2023-02-03
712,Laptop,11,1373.12,2023-02-09
713,Mouse,8,24.15,2023-12-05
714,Tablet,17,313.13,2023-11-27
715,Mouse,3,19.57,2023-08-04
716,Teclado,16,47.87,2023-01-06
717,Tablet,7,302.28,2023-05-04
718,Tablet,15,268.5,2023-12-30
719,Mouse,15,26.94,2023-03-01
720,Monitor,5,388.14,2023-10-09
721,Monitor,4,263.1,2023-02-06
722,Teclado,16,20.64,2023-06-23
723,Teléfono,18,355.37,2023-05-29
724,Teléfono,2,638.65,2023-01-08
725,Laptop,20,945.86,2023-09-27
726,Mouse,13,11.3,2023-12-28
727,Teclado,18,48.6,2023-12-30
728,Teléfono,4,227.34,2023-11-05
729,Mouse,16,17.3,2023-12-18
730,Tablet,5,177.24,2023-09-10
731,Impresora,9,235.04,2023-03-15
732,Tablet,10,473.35,2023-01-01
733,Impresora,1,161.67,2023-03-07
734,Teclado,9,43.92,2023-10-22
735,Tablet,13,438.3,2023-01-04
736,Monitor,18,183.64,2023-03-12
737,Laptop,16,1198.48,2023-01-01
738,Monitor,5,216.85,2023-11-16
739,Tablet,14,174.33,2023-03-18
740,Impresora,4,212.51,2023-03-05
741,Tablet,3,244.79,2023-07-29
742,Laptop,6,1286.96,2023-02-20
743,Monitor,17,157.5,2023-06-21
744,Impresora,14,118.76,2023-09-25
745,Monitor,13,376.74,2023-05-22
746,Mouse,1,22.39,2023-09-15
747,Impresora,14,202.24,2023-05-20
748,Laptop,10,1268.96,2023-07-07
749,Laptop,6,1239.43,2023-02-21
750,Impresora,9,173.21,2023-05-07
751,Teclado,9,43.68,2023-10-16
752,Monitor,11,266.73,2023-05-23
753,Impresora,4,115.32,2023-04-05
754,Impresora,6,158.6,2023-01-04
755,Teléfono,4,552.26,2023-11-01
756,Tablet,10,323.91,2023-12-06
757,Teléfono,6,440.44,2023-01-12
758,Impresora,13,83.65,2023-01-14
759,Teléfono,18,752.21,2023-01-05
760,Monitor,5,248.49,2023-03-26
761,Mouse,8,27.48,2023-07-15
762,Monitor,7,123.89,2023-11-16
763,Laptop,11,1053.88,2023-04-24
764,Teclado,14,19.07,2023-11-02
765,Tablet,13,164.29,2023-08-07
766,Teclado,5,38.43,2023-07-28
767,Impresora,12,166.86,2023-05-02
768,Tablet,15,167.19,2023-05-30
769,Laptop,14,1374.14,2023-06-24
770,Laptop,9,818.18,2023-11-13
771,Teclado,5,32.48,2023-09-07
772,Teclado,9,35.4,2023-02-17
773,Tablet,10,332.38,2023-09-11
774,Mouse,1,19.23,2023-11-08
775,Impresora,8,204.74,2023-12-25
776,Laptop,14,1415.06,2023-02-19
777,Teléfono,6,389.18,2023-02-19
778,Teclado,2,44.21,2023-07-09
779,Teclado,7,17.51,2023-12-06
780,Monitor,4,103.09,2023-08-18
781,Monitor,10,351.59,2023-11-24
782,Monitor,17,379.6,2023-02-15
783,Teléfono,16,506.35,2023-01-25
784,Tablet,3,385.02,2023-07-21
785,Tablet,3,428.73,2023-06-20
786,Teléfono,9,388.13,2023-02-07
787,Teléfono,8,725.49,2023-04-10
788,Tablet,15,358.89,2023-06-08
789,Tablet,18,226.1,2023-01-23
790,Laptop,17,1249.48,2023-02-08
791,Impresora,4,180.66,2023-12-27
792,Teléfono,9,693.31,2023-10-25
793,Monitor,14,389.32,2023-02-26
794,Teléfono,17,230.02,2023-06-09
795,Tablet,11,211.31,2023-05-24
796,Mouse,14,29.81,2023-02-05
797,Monitor,19,383.1,2023-12-19
798,Teléfono,6,495.36,2023-02-27
799,Teléfono,12,620.09,2023-02-25
800,Teléfono,8,696.92,2023-10-24
801,Tablet,1,290.38,2023-02-20
802,Teléfono,12,416.95,2023-05-09
803,Monitor,4,122.31,2023-06-25
804,Teléfono,20,240.87,2023-04-16
805,Impresora,12,217.9,2023-11-19
806,Tablet,5,314.64,2023-12-18
807,Impresora,20,148.31,2023-04-20
808,Monitor,20,100.87,2023-12-23
809,Tablet,13,193.79,2023-02-16
810,Monitor,3,298.09,2023-07-31
811,Teclado,12,33.33,2023-12-06
812,Mouse,16,22.64,2023-08-01
813,Mouse,3,17.43,2023-09-30
814,Mouse,11,10.13,2023-01-08
815,Laptop,17,1027.35,2023-01-28
816,Mouse,6,15.84,2023-03-06
817,Laptop,15,1396.35,2023-02-08
818,Impresora,19,186.09,2023-08-22
819,Mouse,10,13.43,2023-11-10
820,Teclado,7,17.56,2023-04-30
821,Laptop,4,862.01,2023-10-04
822,Teclado,8,33.55,2023-04-02
823,Tablet,1,215.19,2023-03-17
824,Teléfono,2,435.33,2023-11-25
825,Tablet,19,286.02,2023-05-24
826,Tablet,11,197.19,2023-05-31
827,Teclado,3,35.96,2023-02-21
828,Tablet,10,442.34,2023-04-29
829,Mouse,6,15.94,2023-12-07
830,Tablet,2,236.1,2023-08-17
831,Monitor,11,289.25,2023-05-26
832,Laptop,2,868.21,2023-10-13
833,Monitor,20,362.7,2023-04-30
834,Impresora,8,236.18,2023-02-10
835,Mouse,13,18.51,2023-12-22
836,Mouse,8,21.62,2023-04-24
837,Monitor,4,141.77,2023-04-18
838,Teléfono,8,723.07,2023-12-28
839,Teléfono,4,563.58,2023-08-14
840,Teclado,11,35.27,2023-01-09
841,Monitor,15,189.38,2023-09-20
842,Teclado,18,32.39,2023-09-06
843,Teléfono,3,318.1,2023-02-06
844,Teclado,8,34.58,2023-01-21
845,Teléfono,11,361.81,2023-10-07
846,Laptop,16,1426.82,2023-06-24
847,Laptop,20,1070.29,2023-03-21
848,Teléfono,9,318.66,2023-02-21
849,Laptop,2,1450.63,2023-01-19
850,Teléfono,2,621.51,2023-12-20
851,Impresora,8,236.66,2023-04-07
852,Impresora,7,219.71,2023-09-10
853,Tablet,2,174.58,2023-12-05
854,Impresora,9,89.85,2023-09-15
855,Laptop,4,737.67,2023-02-02
856,Tablet,10,156.05,2023-09-27
857,Teléfono,7,655.78,2023-08-02
858,Tablet,16,396.75,2023-02-13
859,Mouse,18,29.79,2023-05-06
860,Monitor,4,319.99,2023-09-15
861,Mouse,13,14.56,2023-03-20
862,Laptop,2,1174.5,2023-12-14
863,Laptop,14,1430.37,2023-10-08
864,Tablet,10,483.96,2023-12-18
865,Teléfono,16,510.24,2023-02-03
866,Impresora,17,215.22,2023-04-26
867,Laptop,12,1429.82,2023-03-21
868,Mouse,19,12.34,2023-03-02
869,Monitor,6,389.23,2023-01-10
870,Teclado,2,16.46,2023-07-16
871,Mouse,20,22.89,2023-08-24
872,Tablet,2,150.12,2023-08-06
873,Monitor,6,119.12,2023-05-19
874,Monitor,15,278.99,2023-02-10
875,Tablet,15,409.69,2023-05-28
876,Monitor,5,339.0,2023-02-24
877,Monitor,19,262.64,2023-09-16
878,Mouse,19,10.65,2023-02-24
879,Mouse,5,16.73,2023-10-25
880,Mouse,5,12.25,2023-06-27
881,Laptop,7,947.6,2023-06-06
882,Teclado,12,32.0,2023-04-01
883,Teléfono,9,655.4,2023-06-22
884,Laptop,4,1471.84,2023-09-30
885,Laptop,11,885.98,2023-04-02
886,Mouse,6,15.35,2023-07-04
887,Teléfono,4,268.13,2023-12-30
888,Teléfono,2,690.11,2023-09-03
889,Impresora,13,207.54,2023-12-06
890,Tablet,12,236.28,2023-03-09
891,Monitor,2,237.34,2023-01-13
892,Monitor,11,299.6,2023-06-01
893,Laptop,19,1184.43,2023-01-16
894,Mouse,3,17.62,2023-04-17
895,Tablet,13,222.9,2023-04-14
896,Teclado,15,47.9,2023-06-04
897,Laptop,13,1255.05,2023-12-18
898,Laptop,15,1154.5,2023-08-29
899,Mouse,1,14.96,2023-10-18
900,Monitor,7,330.91,2023-02-02
901,Mouse,5,22.54,2023-04-04
902,Laptop,9,1040.03,2023-05-15
903,Teléfono,2,652.52,2023-11-03
904,Mouse,4,21.2,2023-02-02
905,Mouse,9,10.66,2023-07-31
906,Teléfono,4,380.09,2023-05-12
907,Teclado,12,49.59,2023-01-22
908,Monitor,9,223.36,2023-10-25
909,Impresora,8,80.28,2023-10-10
910,Laptop,4,827.51,2023-09-15
911,Teclado,15,48.33,2023-05-09
912,Laptop,4,920.52,2023-03-19
913,Mouse,10,28.72,2023-01-07
914,Teléfono,17,663.7,2023-05-19
915,Tablet,5,399.61,2023-08-30
916,Tablet,8,249.13,2023-08-24
917,Mouse,5,15.64,2023-11-13
918,Teléfono,10,476.61,2023-09-04
919,Laptop,9,1115.02,2023-05-17
920,Tablet,13,167.97,2023-11-16
921,Laptop,19,943.97,2023-03-29
922,Teléfono,6,294.11,2023-12-13
923,Teléfono,14,589.07,2023-08-10
924,Impresora,17,190.31,2023-05-27
925,Monitor,9,174.6,2023-08-17
926,Laptop,11,1158.5,2023-03-23
927,Impresora,4,138.06,2023-07-26
928,Teléfono,2,320.95,2023-12-23
929,Laptop,7,1489.4,2023-08-19
930,Teléfono,15,343.1,2023-01-08
931,Impresora,18,228.65,2023-03-10
932,Tablet,2,437.5,2023-05-02
933,Mouse,16,11.82,2023-02-19
934,Mouse,10,13.5,2023-06-12
935,Mouse,13,15.03,2023-04-07
936,Teléfono,2,304.85,2023-08-03
937,Teléfono,5,472.82,2023-04-05
938,Mouse,12,21.59,2023-09-05
939,Laptop,19,1107.92,2023-11-22
940,Tablet,20,283.61,2023-02-23
941,Tablet,9,237.09,2023-06-26
942,Laptop,12,744.62,2023-06-28
943,Teléfono,20,419.95,2023-01-13
944,Teclado,3,21.45,2023-10-29
945,Monitor,20,388.94,2023-11-21
946,Impresora,20,245.39,2023-01-13
947,Teléfono,12,746.91,2023-07-12
948,Laptop,11,961.98,2023-08-08
949,Impresora,8,235.05,2023-07-05
950,Impresora,9,83.5,2023-07-02
951,Teléfono,9,794.88,2023-01-23
952,Teclado,2,17.84,2023-12-31
953,Tablet,1,297.4,2023-12-26
954,Impresora,9,226.11,2023-11-25
955,Tablet,16,368.6,2023-04-06
956,Monitor,11,104.29,2023-01-26
957,Impresora,10,246.38,2023-03-01
958,Tablet,1,389.7,2023-12-21
959,Teclado,4,26.77,2023-12-25
960,Mouse,17,21.91,2023-09-28
961,Teléfono,17,645.35,2023-10-30
962,Laptop,17,1439.57,2023-08-08
963,Laptop,19,1410.01,2023-04-06
964,Laptop,9,722.07,2023-09-16
965,Tablet,14,412.09,2023-12-17
966,Impresora,19,101.98,2023-06-15
967,Impresora,3,85.43,2023-11-27
968,Mouse,18,25.4,2023-09-27
969,Impresora,9,179.46,2023-06-13
970,Mouse,16,17.97,2023-08-20
971,Teléfono,4,788.43,2023-07-13
972,Monitor,14,203.14,2023-10-28
973,Tablet,8,441.28,2023-09-12
974,Monitor,16,367.76,2023-08-05
975,Impresora,19,107.42,2023-11-23
976,Laptop,4,1081.98,2023-02-18
977,Monitor,13,255.24,2023-12-20
978,Impresora,9,133.57,2023-10-09
979,Mouse,10,19.04,2023-04-14
980,Impresora,1,242.37,2023-03-07
981,Teléfono,6,708.58,2023-12-26
982,Mouse,19,20.03,2023-03-27
983,Impresora,17,92.03,2023-03-31
984,Mouse,11,21.56,2023-11-29
985,Monitor,7,339.02,2023-04-07
986,Monitor,10,191.93,2023-09-14
987,Monitor,19,250.97,2023-10-16
988,Monitor,9,158.1,2023-07-20
989,Tablet,19,323.41,2023-02-12
990,Monitor,11,360.92,2023-04-26
991,Impresora,16,236.25,2023-01-26
992,Tablet,13,389.98,2023-01-21
993,Teclado,13,37.45,2023-04-24
994,Monitor,16,205.08,2023-11-20
995,Tablet,4,213.72,2023-10-17
996,Laptop,8,881.66,2023-08-16
997,Tablet,17,440.76,2023-12-19
998,Mouse,2,21.99,2023-02-22
999,Mouse,5,13.13,2023-04-04
1000,Impresora,17,176.65,2023-12-08
1001,Laptop,7,821.35,2023-09-30
1002,Laptop,6,960.92,2023-05-08
1003,Laptop,6,890.28,2023-12-07
1004,Impresora,11,97.63,2023-12-24
1005,Teclado,19,46.38,2023-11-02
1006,Laptop,4,1491.15,2023-01-02
1007,Monitor,2,382.94,2023-08-31
1008,Teclado,12,27.72,2023-12-28
1009,Tablet,9,232.67,2023-01-21
1010,Teléfono,9,691.06,2023-05-12
1011,Teléfono,6,641.88,2023-09-17
1012,Impresora,5,84.61,2023-04-04
1013,Impresora,9,142.12,2023-02-22
1014,Tablet,1,253.47,2023-10-09
1015,Laptop,14,907.47,2023-01-10
1016,Teléfono,17,200.72,2023-01-19
1017,Impresora,7,227.1,2023-03-18
1018,Teléfono,10,439.8,2023-07-25
1019,Teclado,14,20.76,2023-04-26
1020,Laptop,18,1118.08,2023-06-13
1021,Teléfono,18,234.1,2023-04-30
1022,Mouse,7,12.9,2023-11-30
1023,Monitor,5,155.1,2023-04-15
1024,Tablet,6,323.2,2023-03-19
1025,Impresora,2,124.45,2023-03-31
1026,Impresora,12,158.03,2023-01-11
1027,Teclado,18,34.83,2023-08-02
1028,Mouse,10,26.04,2023-08-25
1029,Impresora,19,227.03,2023-01-09
1030,Teléfono,5,365.05,2023-04-19
1031,Impresora,12,206.05,2023-09-17
1032,Impresora,10,205.52,2023-02-23
1033,Monitor,9,391.49,2023-10-28
1034,Laptop,20,1418.18,2023-09-30
1035,Impresora,3,107.37,2023-12-26
1036,Mouse,18,11.25,2023-08-18
1037,Mouse,17,11.45,2023-10-05
1038,Impresora,19,80.62,2023-06-18
1039,Impresora,9,176.65,2023-02-23
1040,Laptop,16,744.78,2023-04-06
1041,Impresora,14,119.14,2023-05-22
1042,Laptop,1,761.33,2023-04-20
1043,Mouse,19,26.31,2023-11-21
1044,Tablet,6,426.13,2023-05-20
1045,Teléfono,8,380.56,2023-05-06
1046,Monitor,10,191.67,2023-05-20
1047,Tablet,16,232.32,2023-04-17
1048,Teclado,11,27.11,2023-09-09
1049,Impresora,3,201.91,2023-11-21
1050,Impresora,12,92.45,2023-07-14
1051,Laptop,10,1163.09,2023-01-05
1052,Teléfono,2,440.65,2023-01-14
1053,Teclado,2,42.26,2023-03-24
1054,Impresora,2,185.85,2023-10-16
1055,Mouse,7,20.75,2023-08-09
1056,Tablet,14,388.39,2023-08-12
1057,Impresora,19,238.75,2023-12-12
1058,Tablet,17,252.68,2023-08-11
1059,Laptop,6,861.66,2023-12-24
1060,Teclado,10,19.81,2023-06-17
1061,Tablet,16,499.38,2023-02-10
1062,Tablet,15,261.57,2023-04-09
1063,Monitor,7,169.11,2023-11-15
1064,Teléfono,17,270.38,2023-02-11
1065,Teléfono,5,653.53,2023-04-09
1066,Teléfono,9,667.01,2023-03-21
1067,Impresora,13,224.42,2023-05-16
1068,Laptop,10,723.99,2023-11-28
1069,Teléfono,18,421.69,2023-08-27
1070,Tablet,11,280.94,2023-02-14
1071,Mouse,18,18.04,2023-12-31
1072,Monitor,10,264.27,2023-03-19
1073,Mouse,1,20.27,2023-08-12
1074,Monitor,2,195.28,2023-07-16
1075,Teléfono,17,633.36,2023-11-11
1076,Teléfono,9,726.72,2023-08-12
1077,Laptop,6,1228.26,2023-12-11
1078,Tablet,18,470.62,2023-03-27
1079,Mouse,6,17.13,2023-12-14
1080,Teclado,5,35.94,2023-04-01
1081,Teléfono,3,475.29,2023-11-23
1082,Monitor,5,163.23,2023-02-24
1083,Tablet,1,491.01,2023-05-25
1084,Mouse,20,15.53,2023-06-13
1085,Laptop,2,1265.31,2023-05-19
1086,Teléfono,6,435.62,2023-07-13
1087,Laptop,14,1024.18,2023-01-13
1088,Teclado,19,23.12,2023-11-20
1089,Teclado,17,18.19,2023-05-18
1090,Impresora,16,105.5,2023-11-03
1091,Tablet,7,281.0,2023-01-02
1092,Teléfono,2,336.31,2023-12-05
1093,Impresora,6,91.05,2023-09-18
1094,Laptop,6,817.91,2023-10-23
1095,Teléfono,15,218.21,2023-02-12
1096,Tablet,5,218.57,2023-06-26
1097,Laptop,6,1446.32,2023-03-28
1098,Mouse,3,14.54,2023-08-18
1099,Teclado,5,19.92,2023-07-20
1100,Impresora,12,98.11,2023-10-23
1101,Tablet,1,208.59,2023-03-14
1102,Mouse,15,19.94,2023-03-08
1103,Laptop,10,1483.13,2023-09-26
1104,Laptop,8,927.24,2023-02-24
1105,Laptop,5,724.91,2023-02-11
1106,Tablet,20,225.24,2023-04-18
1107,Teclado,16,31.31,2023-06-24
1108,Mouse,15,17.99,2023-11-25
1109,Laptop,3,841.49,2023-07-11
1110,Mouse,16,21.86,2023-05-02
1111,Tablet,6,261.99,2023-07-06
1112,Impresora,17,115.45,2023-01-12
1113,Tablet,3,245.81,2023-03-09
1114,Mouse,19,26.98,2023-03-31
1115,Monitor,19,293.6,2023-03-30
1116,Tablet,5,240.21,2023-08-09
1117,Tablet,14,230.1,2023-09-09
1118,Teléfono,8,516.56,2023-01-18
1119,Monitor,12,352.17,2023-05-29
1120,Laptop,5,941.53,2023-01-16
1121,Teclado,19,17.68,2023-03-13
1122,Mouse,3,23.72,2023-02-27
1123,Teléfono,10,279.37,2023-09-26
1124,Mouse,18,25.09,2023-09-15
1125,Mouse,10,13.38,2023-06-25
1126,Tablet,2,484.29,2023-05-05
1127,Teléfono,17,636.22,2023-03-25
1128,Laptop,14,959.83,2023-07-02
1129,Tablet,3,198.74,2023-06-07
1130,Teclado,19,46.62,2023-01-17
1131,Teclado,8,40.23,2023-02-19
1132,Monitor,18,120.1,2023-03-14
1133,Tablet,7,230.87,2023-09-07
1134,Monitor,1,304.31,2023-09-26
1135,Teclado,8,28.51,2023-08-08
1136,Tablet,13,319.21,2023-05-07
1137,Laptop,11,1027.78,2023-11-07
1138,Teléfono,14,710.2,2023-09-02
1139,Tablet,17,300.2,2023-03-19
1140,Monitor,16,261.31,2023-10-22
1141,Impresora,19,200.99,2023-09-19
1142,Laptop,3,1073.17,2023-08-13
1143,Teléfono,16,549.87,2023-05-05
1144,Tablet,20,433.01,2023-01-14
1145,Laptop,8,1365.78,2023-02-06
1146,Impresora,2,206.69,2023-06-02
1147,Mouse,14,17.49,2023-07-11
1148,Monitor,6,107.52,2023-08-14
1149,Teléfono,14,704.92,2023-03-12
1150,Teléfono,13,464.98,2023-08-08
1151,Teléfono,18,249.97,2023-12-21
1152,Laptop,17,1372.69,2023-11-15
1153,Laptop,9,861.58,2023-09-03
1154,Laptop,19,1283.72,2023-03-22
1155,Teléfono,7,750.42,2023-01-11
1156,Monitor,18,337.93,2023-10-04
1157,Mouse,5,10.74,2023-03-11
1158,Monitor,17,197.57,2023-09-07
1159,Tablet,8,402.21,2023-03-18
1160,Mouse,1,24.45,2023-02-14
1161,Tablet,5,262.49,2023-02-08
1162,Teléfono,2,598.48,2023-12-19
1163,Laptop,20,765.96,2023-02-09
1164,Impresora,16,172.03,2023-10-02
1165,Monitor,9,105.46,2023-03-26
1166,Teléfono,4,383.88,2023-10-15
1167,Teléfono,3,610.31,2023-09-19
1168,Tablet,2,238.84,2023-06-04
1169,Monitor,20,197.67,2023-03-29
1170,Laptop,4,743.11,2023-07-11
1171,Tablet,1,339.24,2023-01-27
1172,Teléfono,2,260.21,2023-04-29
1173,Laptop,7,1113.29,2023-09-30
1174,Teléfono,16,573.83,2023-08-02
1175,Mouse,10,18.44,2023-04-09
1176,Teclado,11,49.51,2023-08-01
1177,Teclado,10,32.67,2023-09-09
1178,Laptop,18,1330.3,2023-03-13
1179,Impresora,20,87.4,2023-11-12
1180,Teclado,10,42.36,2023-08-14
1181,Tablet,9,304.63,2023-04-03
1182,Laptop,6,1154.25,2023-09-25
1183,Tablet,7,226.87,2023-08-23
1184,Teléfono,6,302.93,2023-05-20
1185,Monitor,10,305.95,2023-06-22
1186,Monitor,9,377.9,2023-10-09
1187,Laptop,14,1015.35,2023-02-16
1188,Monitor,7,308.77,2023-08-31
1189,Impresora,14,245.43,2023-06-24
1190,Teléfono,11,752.81,2023-03-04
1191,Teclado,14,36.37,2023-04-22
1192,Mouse,18,16.66,2023-11-03
1193,Teléfono,10,654.41,2023-01-25
1194,Laptop,2,923.61,2023-09-16
1195,Impresora,2,196.42,2023-04-14
1196,Teclado,18,21.02,2023-12-10
1197,Mouse,1,21.92,2023-08-20
1198,Teléfono,6,288.27,2023-06-17
1199,Laptop,10,850.83,2023-04-23
1200,Laptop,19,1208.79,2023-09-02
1201,Monitor,14,313.92,2023-08-01
1202,Impresora,11,216.87,2023-10-18
1203,Impresora,3,137.41,2023-04-07
1204,Tablet,13,231.41,2023-09-10
1205,Teléfono,19,330.75,2023-07-03
1206,Impresora,1,223.38,2023-07-18
1207,Tablet,17,280.55,2023-08-04
1208,Impresora,4,248.55,2023-07-17
1209,Monitor,5,329.7,2023-08-08
1210,Laptop,14,1483.65,2023-09-05
1211,Tablet,18,362.0,2023-06-28
1212,Laptop,1,990.35,2023-08-11
1213,Teclado,14,36.63,2023-06-27
1214,Monitor,15,139.71,2023-03-17
1215,Teléfono,10,467.25,2023-07-28
1216,Teclado,5,37.43,2023-11-28
1217,Teléfono,4,200.54,2023-04-23
1218,Mouse,19,23.03,2023-09-14
1219,Mouse,14,12.79,2023-12-10
1220,Tablet,18,213.8,2023-03-19
1221,Teléfono,19,709.22,2023-07-03
1222,Teléfono,5,517.19,2023-06-24
1223,Tablet,7,271.63,2023-10-05
1224,Laptop,18,1460.09,2023-12-24
1225,Mouse,12,28.04,2023-11-07
1226,Impresora,3,92.54,2023-08-29
1227,Teléfono,18,420.71,2023-05-12
1228,Monitor,16,125.59,2023-02-12
1229,Laptop,14,934.75,2023-01-25
1230,Impresora,15,149.3,2023-08-26
1231,Impresora,19,212.67,2023-08-15
1232,Teléfono,6,733.27,2023-08-28
1233,Tablet,20,320.82,2023-01-18
1234,Laptop,9,1441.34,2023-04-09
1235,Tablet,9,311.88,2023-03-07
1236,Impresora,5,93.98,2023-11-05
1237,Impresora,17,246.03,2023-01-27
1238,Laptop,19,1217.28,2023-06-30
1239,Monitor,20,273.11,2023-07-10
1240,Teléfono,11,608.98,2023-04-21
1241,Mouse,17,15.51,2023-06-18
1242,Teléfono,19,463.13,2023-08-15
1243,Impresora,1,114.32,2023-05-02
1244,Mouse,8,23.35,2023-09-12
1245,Teclado,10,26.39,2023-11-12
1246,Impresora,1,244.57,2023-09-14
1247,Mouse,10,17.39,2023-05-28
1248,Teclado,13,41.23,2023-11-08
1249,Teclado,12,34.35,2023-04-19
1250,Teclado,13,26.53,2023-10-08
1251,Impresora,18,96.32,2023-04-21
1252,Impresora,6,138.54,2023-08-20
1253,Mouse,6,22.04,2023-12-19
1254,Teléfono,1,476.5,2023-11-08
1255,Tablet,6,303.92,2023-05-03
1256,Teléfono,15,772.35,2023-10-22
1257,Teléfono,6,497.24,2023-08-22
1258,Laptop,9,958.58,2023-05-17
1259,Mouse,18,17.28,2023-09-27
1260,Mouse,13,22.18,2023-06-26
1261,Tablet,8,203.94,2023-02-19
1262,Monitor,17,240.59,2023-10-06
1263,Tablet,7,197.13,2023-10-19
1264,Mouse,8,10.93,2023-02-16
1265,Impresora,9,130.03,2023-04-05
1266,Impresora,7,142.19,2023-11-15
1267,Mouse,5,11.18,2023-01-07
1268,Laptop,7,1037.47,2023-06-12
1269,Laptop,6,1068.21,2023-11-22
1270,Monitor,4,368.49,2023-02-03
1271,Tablet,16,317.46,2023-01-26
1272,Tablet,14,435.46,2023-03-15
1273,Teclado,19,48.21,2023-11-01
1274,Impresora,5,236.15,2023-02-27
1275,Teléfono,14,736.6,2023-04-01
1276,Mouse,5,19.23,2023-01-10
1277,Tablet,3,310.49,2023-10-09
1278,Impresora,7,242.05,2023-08-30
1279,Monitor,16,182.09,2023-10-21
1280,Monitor,17,248.82,2023-08-22
1281,Teclado,10,17.66,2023-03-21
1282,Impresora,20,195.56,2023-01-24
1283,Laptop,12,1164.92,2023-01-18
1284,Monitor,9,215.8,2023-02-23
1285,Laptop,6,886.33,2023-07-23
1286,Laptop,5,704.43,2023-03-30
1287,Mouse,2,23.83,2023-09-07
1288,Teclado,5,49.57,2023-12-08
1289,Impresora,7,230.74,2023-04-04
1290,Impresora,17,220.05,2023-01-12
1291,Teléfono,1,606.21,2023-03-29
1292,Mouse,19,10.21,2023-01-22
1293,Teléfono,6,387.15,2023-11-02
1294,Monitor,1,142.61,2023-08-30
1295,Impresora,19,147.51,2023-05-07
1296,Impresora,8,126.61,2023-12-09
1297,Monitor,2,195.83,2023-06-17
1298,Tablet,18,456.97,2023-04-01
1299,Mouse,1,14.27,2023-04-09
1300,Monitor,3,108.94,2023-10-27
1301,Laptop,5,834.11,2023-11-22
1302,Tablet,8,292.89,2023-04-08
1303,Mouse,17,29.05,2023-01-31
1304,Teléfono,17,616.32,2023-09-25
1305,Teclado,19,23.7,2023-07-08
1306,Teléfono,10,762.13,2023-10-11
1307,Teclado,12,27.4,2023-01-02
1308,Laptop,11,704.11,2023-05-29
1309,Impresora,6,181.61,2023-04-07
1310,Monitor,8,326.75,2023-03-28
1311,Monitor,5,368.33,2023-01-08
1312,Tablet,13,476.0,2023-08-30
1313,Tablet,10,477.23,2023-10-20
1314,Teclado,10,45.36,2023-05-27
1315,Monitor,6,259.44,2023-01-09
1316,Laptop,18,775.75,2023-05-05
1317,Impresora,16,115.35,2023-10-27
1318,Laptop,8,1379.22,2023-06-07
1319,Teclado,15,49.71,2023-07-24
1320,Monitor,1,335.82,2023-09-03
1321,Impresora,1,142.26,2023-06-06
1322,Monitor,10,350.04,2023-12-18
1323,Monitor,1,144.22,2023-07-23
1324,Teléfono,11,764.37,2023-05-12
1325,Monitor,1,171.01,2023-04-30
1326,Teclado,2,44.92,2023-08-24
1327,Mouse,14,17.35,2023-01-27
1328,Laptop,20,1293.71,2023-09-18
1329,Mouse,16,13.18,2023-10-10
1330,Laptop,10,737.59,2023-12-10
1331,Tablet,16,453.78,2023-10-14
1332,Impresora,17,196.72,2023-06-18
1333,Impresora,18,114.33,2023-08-12
1334,Teclado,7,33.36,2023-02-02
1335,Mouse,3,22.33,2023-01-05
1336,Mouse,10,11.96,2023-07-14
1337,Laptop,18,1433.8,2023-09-17
1338,Tablet,11,450.29,2023-07-19
1339,Monitor,18,297.56,2023-07-20
1340,Teléfono,20,297.81,2023-10-01
1341,Monitor,19,371.37,2023-11-02
1342,Teléfono,2,299.2,2023-06-05
1343,Mouse,9,24.06,2023-06-07
1344,Teléfono,15,549.32,2023-05-12
1345,Teléfono,6,209.5,2023-04-28
1346,Teclado,16,49.56,2023-12-01
1347,Tablet,8,248.23,2023-03-06
1348,Mouse,12,27.35,2023-06-23
1349,Monitor,11,256.86,2023-08-18
1350,Teclado,10,33.06,2023-06-08
1351,Laptop,14,1157.68,2023-12-26
1352,Teléfono,7,581.15,2023-02-24
1353,Laptop,12,890.35,2023-06-19
1354,Tablet,19,153.49,2023-08-24
1355,Monitor,18,300.45,2023-06-24
1356,Monitor,15,155.86,2023-03-26
1357,Teléfono,9,213.17,2023-12-30
1358,Teléfono,13,723.81,2023-01-13
1359,Impresora,5,116.6,2023-12-26
1360,Mouse,6,16.27,2023-09-14
1361,Impresora,6,103.74,2023-01-20
1362,Teléfono,9,514.81,2023-03-08
